TIPO;SIMILARITA;PRODOTTO_A;OCCORRENZE_A;PRODOTTO_B;OCCORRENZE_B;MANTIENI;ELIMINA;NOTE;PROPOSTA;RAGIONAMENTO;CONFIDENZA
ERRORE_BATTITURA;96%;SALSA DEVEYL;1;SALSA DEVEYLE;1;SALSA DEVELEY;;DA RIVEDERE MANUALMENTE;SALSA DEVELEY;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SFILACCI DI BRESOLA VIAGGIO DEL GUSTO;1;SFILACCI DI BRESSOLA VIAGGIO NEL GUSTO;1;SFILACCI DI BRESAOLA VIAGGIO DEL GUSTO;;DA RIVEDERE MANUALMENTE;SFILACCI DI BRESAOLA VIAGGIO DEL GUSTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SGRAIASSATORE CHANTE CLAIR;1;SGRASSATORE CHANTE CLAIR;1;SGRASSATORE CHANTE CLAIR;;DA RIVEDERE MANUALMENTE;SGRASSATORE CHANTE CLAIR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLE VONGOLE APERTAIS;1;SUGO ALLE VONGOLE APETIS;1;SUGO ALLE VONGOLE APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLE VONGOLE APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLE VONGOLE APETIS;1;SUGO ALLE VONGOLE APPETAIS;1;SUGO ALLE VONGOLE APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLE VONGOLE APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;TOVAGLIOLI MONOVELO BRAVO;1;TOVAGLIOLI MONOVOLO BRAVO;1;TOVAGLIOLI MONOVOLO BRAVO;;DA RIVEDERE MANUALMENTE;TOVAGLIOLI MONOVOLO BRAVO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;TOVAGLIOLI MONOVELO BRAVO;1;TOWAGLIOLI MONOVELO BRAVO;1;TOVAGLIOLI MONOVOLO BRAVO;;DA RIVEDERE MANUALMENTE;TOVAGLIOLI MONOVOLO BRAVO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FERRO DA STIRO MILORD 7800 TERMOZETTA;1;FERRO DA STIRO MILORD 7850 TERMOZETA;1;FERRO DA STIRO MILORD 7850 TERMOZETA;;DA RIVEDERE MANUALMENTE;FERRO DA STIRO MILORD 7850 TERMOZETA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BISCOTTI 6 CEREALI NIPOL;1;BISCOTTI E CEREALI NIPOL;1;BISCOTTI 6 CEREALI NIPIOL;;DA RIVEDERE MANUALMENTE;BISCOTTI 6 CEREALI NIPIOL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BISCOTTI ZERO-PIÙ BALOCCO;1;BISCOTTI ZEROPÙ BALOCCO;1;BISCOTTI ZERO-PIU' BALOCCO;;DA RIVEDERE MANUALMENTE;BISCOTTI ZERO-PIU' BALOCCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;CORDON BLEU AIA CLASSICI;1;CORDON BLEU AIA CLASSICO;1;CORDON BLEU AIA CLASSICO;;DA RIVEDERE MANUALMENTE;CORDON BLEU AIA CLASSICO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;COSTATA DI BOVINO ADULTO;1;COSTATE DI BOVINO ADULTO;1;COSTATA DI BOVINO ADULTO;;DA RIVEDERE MANUALMENTE;COSTATA DI BOVINO ADULTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GRISSINI TORINESI STIRATI;1;GRISSINI TORNESI STRATI;1;GRISSINI TORINESI STIRATI;;DA RIVEDERE MANUALMENTE;GRISSINI TORINESI STIRATI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;NERO D'ALOLA SICILIA DOC;1;NERO D'AVOLA SICILIA DOC;1;NERO D'AVOLA SICILIA DOC;;DA RIVEDERE MANUALMENTE;NERO D'AVOLA SICILIA DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PASSATA DI POMODORO POMI;1;PASSATA DI POMODORO PONI;1;PASSATA DI POMODORO POMI;;DA RIVEDERE MANUALMENTE;PASSATA DI POMODORO POMI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SQUAGUERELLO NONNO NANNI;1;SQUAQUERELLO NONNO NANNI;1;SQUAQUERELLO NONNO NANNI;;DA RIVEDERE MANUALMENTE;SQUAQUERELLO NONNO NANNI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;LATTE UHT GRANAROLO PIACERE LEGGERO;1;LATTE UNT GRANAROLO PIACCERE LEGGERO;1;LATTE UHT GRANAROLO PIACERE LEGGERO;;DA RIVEDERE MANUALMENTE;LATTE UHT GRANAROLO PIACERE LEGGERO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PREPARATO PER CREMA PASTICCERA ELAH;1;PREPARATO PER CREMA PASTICCERIA EIAH;1;PREPARATO PER CREMA PASTICCERA ELAH;;DA RIVEDERE MANUALMENTE;PREPARATO PER CREMA PASTICCERA ELAH;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SGRASSATORE UNIVERSALE CHAMTE CLAIR;1;SGRASSATORE UNIVERSALE CHANTE CLAIRE;1;SGRASSATORE UNIVERSALE CHANTE CLAIR;;DA RIVEDERE MANUALMENTE;SGRASSATORE UNIVERSALE CHANTE CLAIR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BIETA BERETTA A CUBETTI;1;BIETA ERBETTA A CUBETTI;1;BIETA ERBETTA A CUBETTI;;DA RIVEDERE MANUALMENTE;BIETA ERBETTA A CUBETTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BIETA ERBETTA A CUBETTI;1;BIETA ERBETTA I CUBETTI;1;BIETA ERBETTA I CUBETTI;;DA RIVEDERE MANUALMENTE;BIETA ERBETTA I CUBETTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BROCCOLETTI;1;BROCCOLLETTI;1;BROCCOLETTI;;DA RIVEDERE MANUALMENTE;BROCCOLETTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DEODORANTE ROLL-ON DOVE;1;DEODORANTI ROLL-ON DOVE;1;DEODORANTE ROLL-ON DOVE;;DA RIVEDERE MANUALMENTE;DEODORANTE ROLL-ON DOVE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DETERSIVO PIATTI HELSEN;1;DETERSIVO PIATTI NELSEN;1;DETERSIVO PIATTI NELSEN;;DA RIVEDERE MANUALMENTE;DETERSIVO PIATTI NELSEN;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GELATI STECCO MINI KING;1;GELATO STECCO MINI KING;1;GELATO STECCO MINI KING;;DA RIVEDERE MANUALMENTE;GELATO STECCO MINI KING;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GORGONZOLA DOP BIG IGOR;1;GORGONZOLA DOP BIO IGOR;1;GORGONZOLA DOP BIO IGOR;;DA RIVEDERE MANUALMENTE;GORGONZOLA DOP BIO IGOR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;INSALATA MISTA MIDOORTO;1;INSALATA MISTA MIOGORTO;1;INSALATA MISTA MIOORTO;;DA RIVEDERE MANUALMENTE;INSALATA MISTA MIOORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;INVERNIZZINA INVERMIZZI;1;INVERNIZZINA INVERNIZZI;1;INVERNIZZINA INVERNIZZI;;DA RIVEDERE MANUALMENTE;INVERNIZZINA INVERNIZZI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MAIONESE CLASSICA CALVÈ;1;MAIONESE CLASSICA CALVÉ;1;MAIONESE CLASSICA CALVE';;DA RIVEDERE MANUALMENTE;MAIONESE CLASSICA CALVE';GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PROSCIUTTO DI PARMA DOP;1;PROSCIUTTO DI PARNA DOP;1;PROSCIUTTO DI PARMA DOP;;DA RIVEDERE MANUALMENTE;PROSCIUTTO DI PARMA DOP;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;RISO PER RISOTTI SCOTTI;1;RISO PER RISOTTO SCOTTI;1;RISO PER RISOTTI SCOTTI;;DA RIVEDERE MANUALMENTE;RISO PER RISOTTI SCOTTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SCOPA TONKITA DUAL ARIK;1;SCOPA TONKITA DUAL ARIX;1;SCOPA TONKITA DUAL ARIX;;DA RIVEDERE MANUALMENTE;SCOPA TONKITA DUAL ARIX;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;ADDITIVO IGENIZZANTE CHANTE CLAIR;1;ADDITIVO IGIENIZZANTE CHANTÉ CLAIR;1;ADDITIVO IGENIZZANTE CHANTE CLAIR;;DA RIVEDERE MANUALMENTE;ADDITIVO IGENIZZANTE CHANTE CLAIR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BAGNODOCCIA NEUTRO MED;1;BAGNODOCCIA NEUTRO MEL;1;BAGNODOCCIA NEUTRO MED;;DA RIVEDERE MANUALMENTE;BAGNODOCCIA NEUTRO MED;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;INSALATA MISTA MIDOORTO;1;INSALATA MISTA MIORTO;1;INSALATA MISTA MIORTO;;DA RIVEDERE MANUALMENTE;INSALATA MISTA MIORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;INSALATA MISTA MIOGORTO;1;INSALATA MISTA MIORTO;1;INSALATA MISTA MIORTO;;DA RIVEDERE MANUALMENTE;INSALATA MISTA MIORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;INVERNIZZINA INVERMIZZI;1;INVERNIZZINA INVERZZI;1;INVERNIZZINA INVERZZI;;DA RIVEDERE MANUALMENTE;INVERNIZZINA INVERZZI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;INVERNIZZINA INVERNIZZI;1;INVERNIZZINA INVERZZI;1;INVERNIZZINA INVERZZI;;DA RIVEDERE MANUALMENTE;INVERNIZZINA INVERZZI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MAIONESE CALVÉ CREMOSA;1;MAYONESE CALVÉ CREMOSA;1;MAIONESE CALVE' CREMOSA;;DA RIVEDERE MANUALMENTE;MAIONESE CALVE' CREMOSA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;PLUMCAKE MULINO BIANCO;1;PLUNCAKE MULINO BIANCO;1;PLUMCAKE MULINO BIANCO;;DA RIVEDERE MANUALMENTE;PLUMCAKE MULINO BIANCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;RITAGLI DI POLLO COTTO;1;RITAGLI DI POLPO COTTO;1;RITAGLI DI POLLO COTTO;;DA RIVEDERE MANUALMENTE;RITAGLI DI POLLO COTTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;STRACCHINO NONNI NANNI;1;STRACCHINO NONNO NANNI;1;STRACCHINO NONNO NANNI;;DA RIVEDERE MANUALMENTE;STRACCHINO NONNO NANNI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO SCOGLIO APPETATIS;1;SUGO SCOGLIO APPETTAIS;1;SUGO SCOGLIO APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO SCOGLIO APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO SCOGLIO APPETTAIS;1;SUGO SCOGLIO APPETTASI;1;SUGO SCOGLIO APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO SCOGLIO APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BONHARDA DELL'OLTREPPO PAVESE DOC;1;BONHARDA DELL'OLTREPÒ PAVESE DOC;1;BONARDA DELL'OLTREPPO PAVESE DOC;;DA RIVEDERE MANUALMENTE;BONARDA DELL'OLTREPPO PAVESE DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;CONFETTI DI FRUTTA ASSORTITA MENZ & GASSER;1;CONFETTURE DI FRUTTA ASSORTITA MENZ & GASSER;1;CONFETTI DI FRUTTA ASSORTITA MENZ & GASSER;;DA RIVEDERE MANUALMENTE;CONFETTI DI FRUTTA ASSORTITA MENZ & GASSER;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;PREPARATO LE TORTE BEGELI ANGELI PANEANGELI;1;PREPARATO LE TORTE DEGLI ANGELI PANEGANGELI;1;PREPARATO LE TORTE DEGLI ANGELI PANEANGELI;;DA RIVEDERE MANUALMENTE;PREPARATO LE TORTE DEGLI ANGELI PANEANGELI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;ACCHIAPPACOLORE GREY;1;L'ACCHIAPPACOLORE GREY;1;ACCHIAPPACOLORE GREY;;DA RIVEDERE MANUALMENTE;ACCHIAPPACOLORE GREY;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;ASCIUGATTO CHRISTMAS;1;ASCIUGATUTTO CHRISTMAS;1;ASCIUGATUTTO CHRISTMAS;;DA RIVEDERE MANUALMENTE;ASCIUGATUTTO CHRISTMAS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BAIOCCI MULINO BIANCO;1;BAIOCHI MULINO BIANCO;1;BAIOCCHI MULINO BIANCO;;DA RIVEDERE MANUALMENTE;BAIOCCHI MULINO BIANCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BESCHAMELLA GRANAROLO;1;BESCIAMELLA GRANAROLO;1;BESCIAMELLA GRANAROLO;;DA RIVEDERE MANUALMENTE;BESCIAMELLA GRANAROLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BONARDA DELL'OLTREPO PAVESE DOC;1;BONHARDA DELL'OLTREPÒ PAVESE DOC;1;BONARDA DELL'OLTREPPO PAVESE DOC;;DA RIVEDERE MANUALMENTE;BONARDA DELL'OLTREPPO PAVESE DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;COSCIOTTI DI TACCHINO;1;COSCIOTTO DI TACCHINO;1;COSCIOTTO DI TACCHINO;;DA RIVEDERE MANUALMENTE;COSCIOTTO DI TACCHINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;GHIACCIOIOLI ASSORTITI;1;GHIACCIOLI ASSORTITI;1;GHIACCIOLI ASSORTITI;;DA RIVEDERE MANUALMENTE;GHIACCIOLI ASSORTITI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;GHIACCIOLI;1;GHIACCIOLLI;1;GHIACCIOLI;;DA RIVEDERE MANUALMENTE;GHIACCIOLI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;GRANMISTO DI FUNGHI CON PORCINI;1;GRANNIISTO DI FUNGHI CON PORCINI;1;GRANMISTO DI FUNGHI CON PORCINI;;DA RIVEDERE MANUALMENTE;GRANMISTO DI FUNGHI CON PORCINI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;KEFIN GUSTI ASSORTITI;1;KEFIR GUSTI ASSORTITI;1;KEFIR GUSTI ASSORTITI;;DA RIVEDERE MANUALMENTE;KEFIR GUSTI ASSORTITI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;LATTE UNIT;1;LATTE UNITE;1;LATTE UHT;;DA RIVEDERE MANUALMENTE;LATTE UHT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MOZZARELLA BOCCONCINI;1;MOZZARELLA BOCCONCINO;1;MOZZARELLA BOCCONCINI;;DA RIVEDERE MANUALMENTE;MOZZARELLA BOCCONCINI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;PHILADELPHIA CLASSICA;1;PHILADELPHIA CLASSICO;1;PHILADELPHIA CLASSICO;;DA RIVEDERE MANUALMENTE;PHILADELPHIA CLASSICO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SALSA DI FRUTTA BIFFI;1;SALSE DI FRUTTA BIFFI;1;SALSE DI FRUTTA BIFFI;;DA RIVEDERE MANUALMENTE;SALSE DI FRUTTA BIFFI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;RICOTTIME SENZA LATTOSIO ACCAIO GRANAROLO;1;RICOTTINE SENZA LATTOSIO ACCADI GRANAROLO;1;RICOTTINE SENZA LATTOSIO ACCADI GRANAROLO;;DA RIVEDERE MANUALMENTE;RICOTTINE SENZA LATTOSIO ACCADI GRANAROLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;GRATTIGLIATO ITALIANO GRANAROLO;1;GRATTUGIATO ITALIANO GRANAROLO;1;GRATTUGIATO ITALIANO GRANAROLO;;DA RIVEDERE MANUALMENTE;GRATTUGIATO ITALIANO GRANAROLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;BURRO BIO PARMAREGGIO;1;BURRO BIO PARMEGGIO;1;BURRO BIO PARMAREGGIO;;DA RIVEDERE MANUALMENTE;BURRO BIO PARMAREGGIO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;FAGOLOSI GRESSIN BON;1;FAGOLOSI GRISSIN BON;1;FAGOLOSI GRISSIN BON;;DA RIVEDERE MANUALMENTE;FAGOLOSI GRISSIN BON;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;FORMAGGIO ALTO PRATO;1;FORNAGGIO ALTO PRATO;1;FORMAGGIO ALTO PRATO;;DA RIVEDERE MANUALMENTE;FORMAGGIO ALTO PRATO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;LATTE UNTH GRANAROLO;1;LATTE UNTR GRANAROLO;1;LATTE UHT GRANAROLO;;DA RIVEDERE MANUALMENTE;LATTE UHT GRANAROLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MELE BENETTE MELINDA;1;MELE RENETTE MELINDA;1;MELE RENETTE MELINDA;;DA RIVEDERE MANUALMENTE;MELE RENETTE MELINDA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MELE RENETTA MELINDA;1;MELE RENETTE MELINDA;1;MELE RENETTE MELINDA;;DA RIVEDERE MANUALMENTE;MELE RENETTE MELINDA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;PASTA FRESCA RIPIENA;1;PASTA FRESCA RIPIENI;1;PASTA FRESCA RIPIENA;;DA RIVEDERE MANUALMENTE;PASTA FRESCA RIPIENA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SALAME DI CIOCCOLATO;1;SALAME DI GIOCCOLATO;1;SALAME DI CIOCCOLATO;;DA RIVEDERE MANUALMENTE;SALAME DI CIOCCOLATO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SALMONE NORVEGESE AFFUMICATO NOVA DE LUXE;1;SALMONE NORVESE AFFUMICATO HOVA DE LUXE;1;SALMONE NORVEGESE AFFUMICATO NOVA DE LUXE;;DA RIVEDERE MANUALMENTE;SALMONE NORVEGESE AFFUMICATO NOVA DE LUXE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SALSA MONODOSE BIFFI;1;SALSE MONODOSE BIFFI;1;SALSA MONODOSE BIFFI;;DA RIVEDERE MANUALMENTE;SALSA MONODOSE BIFFI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;TONNO CALATA DE MARI;1;TONNO CALATA DI MARI;1;TONNO CALATA DE MARI;;DA RIVEDERE MANUALMENTE;TONNO CALATA DE MARI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;DETERGENTE RAVVIVA EMULSIONE;1;DETERGENTE RAVVIVANTE EMULSIONE;1;DETERGENTE RAVVIVA EMULSIONE;;DA RIVEDERE MANUALMENTE;DETERGENTE RAVVIVA EMULSIONE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;ALBICOCCE;1;ALBICOCCHE;1;ALBICOCCHE;;DA RIVEDERE MANUALMENTE;ALBICOCCHE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;CANDEGGINA PROFUMATA LAVANDA;1;CANDEGGINA PROFUMATA VIAVANDA;1;CANDEGGINA PROFUMATA LAVANDA;;DA RIVEDERE MANUALMENTE;CANDEGGINA PROFUMATA LAVANDA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;DISCOCIOCK;1;DISCOCIOK;1;DISCOCIOK;;DA RIVEDERE MANUALMENTE;DISCOCIOK;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;FILETTI DI ACCIUGHE;1;FILETTI DI ACCOUGHE;1;FILETTI DI ACCIUGHE;;DA RIVEDERE MANUALMENTE;FILETTI DI ACCIUGHE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;GASTRONOMIA INSALATA RUSSA INSALATA CAPRICCIOSA;1;GASTRONOMIA INSALATA RUSSA, INSALATA CAMBICCIOSA;1;GASTRONOMIA INSALATA RUSSA INSALATA CAPRICCIOSA;;DA RIVEDERE MANUALMENTE;GASTRONOMIA INSALATA RUSSA INSALATA CAPRICCIOSA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;LATTE UNIT;1;LATTE UNT;1;LATTE UHT;;DA RIVEDERE MANUALMENTE;LATTE UHT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;PATATE IDOI PIZZOLI;1;PATATE IODI PIZZOLI;1;PATATE IODI PIZZOLI;;DA RIVEDERE MANUALMENTE;PATATE IODI PIZZOLI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;POMODORI DATTERINO;1;POMODORINI DATTERINO;1;POMODORINI DATTERINO;;DA RIVEDERE MANUALMENTE;POMODORINI DATTERINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;POMODORI PICCADILLY;1;POMODORO PICCADILLY;1;POMODORO PICCADILLY;;DA RIVEDERE MANUALMENTE;POMODORO PICCADILLY;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;ROBIOLA NONNO NANNI;1;ROBIOLA NONNO NONNI;1;ROBIOLA NONNO NANNI;;DA RIVEDERE MANUALMENTE;ROBIOLA NONNO NANNI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SEPPIE INDOPACIFICHE PULITE;1;SEPPOLINE INDOPACIFICHE PULITE;1;SEPPIE INDOPACIFICHE PULITE;;DA RIVEDERE MANUALMENTE;SEPPIE INDOPACIFICHE PULITE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SISTEHA IMMUNITARIO;1;SISTEMA IMMUNITARIO;1;SISTEMA IMMUNITARIO;;DA RIVEDERE MANUALMENTE;SISTEMA IMMUNITARIO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;FARINATA GENOVESE APPETTAIS;1;FARINATE GENOVESE APPETETAIS;1;FARINATE GENOVESE APPETAIS;;DA RIVEDERE MANUALMENTE;FARINATE GENOVESE APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MINESTRONE TRADIZIONE FINDOS;1;MINESTRONE TRADIZIONE FINES;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MINESTRONE TRADIZIONE FINDUS;1;MINESTRONE TRADIZIONE FINES;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;MINESTRONE TRADIZIONE FINES;1;MINESTRONE TRADIZIONE FINOUS;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO ALLA MARINARA APERTAIS;1;SUGO ALLA MARINARA APPETATIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO ALLA MARINARA APERTAIS;1;SUGO ALLA MARINARA APPETTAIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO ALLA MARINARA APP'ETAS;1;SUGO ALLA MARINARA APPETATIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;95%;SUGO ALLA MARINARA APP'ETAS;1;SUGO ALLA MARINARA APPETTAIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;BEVANDA ALPRO SOIA;1;BEVANDE ALPRO SOIA;1;BEVANDE ALPRO SOIA;;DA RIVEDERE MANUALMENTE;BEVANDE ALPRO SOIA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;COCA COLA CLASSICA;1;COCA COLA CLASSICO;1;COCA COLA CLASSICA;;DA RIVEDERE MANUALMENTE;COCA COLA CLASSICA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;COSCIOTTI DI POLLO;1;COSCIOTTO DI POLLO;1;COSCIOTTI DI POLLO;;DA RIVEDERE MANUALMENTE;COSCIOTTI DI POLLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;DETERGENTE INTIMO;1;DETERSIGENTE INTIMO;1;DETERGENTE INTIMO;;DA RIVEDERE MANUALMENTE;DETERGENTE INTIMO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;DETERSENTE INTIMO;1;DETERSIGENTE INTIMO;1;DETERGENTE INTIMO;;DA RIVEDERE MANUALMENTE;DETERGENTE INTIMO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;GENERAL UNIVERSALE;1;GENERAL UNIVERSILE;1;GENERAL UNIVERSALE;;DA RIVEDERE MANUALMENTE;GENERAL UNIVERSALE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;POMODORI CILIEGINO;1;POMODORO CILIEGINO;1;POMODORO CILIEGINO;;DA RIVEDERE MANUALMENTE;POMODORO CILIEGINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;POMODORI DATTERINO;1;POMODORO DATTERINO;1;POMODORO DATTERINO;;DA RIVEDERE MANUALMENTE;POMODORO DATTERINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;PRIGNE SANTA CLARA;1;PRUGNE SANTA CLARA;1;PRUGNE SANTA CLARA;;DA RIVEDERE MANUALMENTE;PRUGNE SANTA CLARA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;PROFILEROLES CACAO;1;PROFITEROLES CACAO;1;PROFITEROLES CACAO;;DA RIVEDERE MANUALMENTE;PROFITEROLES CACAO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;SALAMELLA DI SUINO;1;SALAMELLE DI SUINO;1;SALAMELLE DI SUINO;;DA RIVEDERE MANUALMENTE;SALAMELLE DI SUINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;SALVIETTE MILLEUIS;1;SALVIETTE MILLEUNI;1;SALVIETTE MILLEUSI;;DA RIVEDERE MANUALMENTE;SALVIETTE MILLEUSI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;SALVIETTE MILLEUIS;1;SALVIETTE MILLIEUS;1;SALVIETTE MILLEUSI;;DA RIVEDERE MANUALMENTE;SALVIETTE MILLEUSI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;94%;SPIANATA PICCANTE;1;SPIANATINA PICCANTE;1;SPIANATA PICCANTE;;DA RIVEDERE MANUALMENTE;SPIANATA PICCANTE;GIA COMPILATO;ALTA
